 <MISSION_TIME>,<TEAM ID>, <PACKET_COUNT>, <MODE>, <STATE>, <ALTITUDE>, <TEMPERATURE>, <PRESSURE>,<VOLTAGE>, <GYRO-R>, <GYRO-P>, <GYRO_Y>, <ACCEL_R>, <ACCEL_P>, <ACCEL_Y>, <MAG_R>, <MAG_P>, <MAG_Y>, <AUTO_GYRO_ROTATION_RATE>, <GPS_TIME>, <GPS_ALTITUDE>, <GPS_LATITUDE>, <GPS_LONGTITUDE>, <GPS_SATS>, <CMD_ECHO>
12:16:19,3139,282,F,FLIGHT,787.5809935,27.08307486,-6.15E-99,3.299861965,169.8483559,254.8371328,156.4939205,113.0951591,9.719346283,272.8200435,24.08680584,107.6348786,382.3742625,174.8402325,12:16:19,787.5809935,23.11530048,30.13945396,3,STGPS  
12:16:20,3139,283,F,FLIGHT,786.4794816,24.42453749,4.47E-99,3.30162601,171.901121,265.3298143,166.8765251,131.6288546,9.946437004,276.3248208,24.31918941,104.0022388,382.0699685,164.7377498,12:16:20,786.4794816,23.11530048,30.13945396,4,STGPS  
12:16:21,3139,284,F,FLIGHT,785.3779698,25.37522505,2.10E-99,3.30021389,193.1719631,266.4500827,147.0149275,125.630961,9.325295218,271.2989554,23.7035922,111.8913725,388.2571322,180.7568294,12:16:21,785.3779698,23.11530048,30.13945396,9,STGPS  
12:16:22,3139,285,F,FLIGHT,784.2764579,25.32956644,1.32E-99,3.297307146,196.223245,304.4170485,170.2791954,115.9399477,10.05846678,276.89702,24.08542885,106.133099,322.5625844,185.8169293,12:16:22,784.2764579,23.11530048,30.13945396,2,STGPS  
12:16:23,3139,286,F,FLIGHT,783.174946,26.6788244,1.17E-99,3.300997522,178.7458609,291.3828443,142.5530117,129.54435,10.63518179,232.1465231,26.23674525,110.2094766,369.9653729,168.8059498,12:16:23,783.174946,23.11530048,30.13945396,3,STGPS  
12:16:24,3139,287,F,FLIGHT,782.0734341,26.82742821,-2.45E-100,3.301528327,192.014164,256.652846,149.3377017,112.6408361,10.33750285,252.2149257,23.31966669,121.4631298,362.138456,173.4894215,12:16:24,782.0734341,23.11530048,30.13945396,7,STGPS  
12:16:25,3139,288,F,FLIGHT,780.9719222,24.00860462,-5.63E-101,3.298900017,169.6754658,278.8860654,155.3824305,130.7072305,9.861301221,230.9021493,24.19656287,120.7761422,342.5458111,179.6825378,12:16:25,780.9719222,23.11530048,30.13945396,5,STGPS  
12:16:26,3139,289,F,FLIGHT,779.8704104,26.51845175,1.32E-101,3.29840386,192.645991,290.7582115,149.7171119,116.0595731,10.63768255,233.5676818,25.67036693,110.6472591,370.1649,194.9232329,12:16:26,779.8704104,23.11530048,30.13945396,0,STGPS  
12:16:27,3139,290,F,FLIGHT,778.7688985,27.13094237,-2.54E-102,3.29720569,187.523437,296.8647491,157.9921018,121.161394,9.698350222,243.5451819,23.78727709,118.4202086,330.1993398,180.9095852,12:16:27,778.7688985,23.11530048,30.13945396,9,STGPS  
12:16:28,3139,291,F,FLIGHT,777.6673866,26.35598999,-1.17E-103,3.298189368,166.5875804,285.8912967,147.1542005,133.9190726,10.08516812,255.8246982,24.89854183,103.4523049,370.0662009,192.8283772,12:16:28,777.6673866,23.11530048,30.13945396,9,STGPS  
12:16:29,3139,292,F,FLIGHT,776.5658747,25.69058088,-8.87E-104,3.30299689,185.9026104,267.1329435,141.8200325,120.4195589,10.68852103,252.9088508,22.89317019,104.1374678,349.9926434,170.3017104,12:16:29,776.5658747,23.11530048,30.13945396,8,STGPS  
12:16:30,3139,293,F,FLIGHT,775.4643629,27.51173037,1.97E-104,3.301611077,174.2980522,266.778492,167.6406376,112.2940401,9.549783831,243.2007409,25.6504518,100.5292587,327.1833661,187.104884,12:16:30,775.4643629,23.11530048,30.13945396,1,STGPS  
12:16:31,3139,294,F,FLIGHT,774.362851,24.95497366,-8.08E-105,3.303207826,178.3185327,290.1021708,150.7487113,113.5773981,10.33051887,259.7829674,25.42204354,121.1631104,319.59541,170.9432975,12:16:31,774.362851,23.11530048,30.13945396,2,STGPS  
12:16:32,3139,295,F,FLIGHT,773.2613391,22.98676246,-6.37E-105,3.297357074,176.6948584,307.5555285,140.8179589,114.287268,10.20149677,264.8537958,25.62707987,108.2377527,331.0253047,197.1492186,12:16:32,773.2613391,23.11530048,30.13945396,2,STGPS  
12:16:33,3139,296,F,FLIGHT,772.1598272,23.52061399,4.25E-105,3.298937025,196.5836447,308.3956688,152.6557439,122.085552,10.79835969,244.8167265,27.31103119,113.6169693,366.2617758,174.0267854,12:16:33,772.1598272,23.11530048,30.13945396,2,STGPS  
12:16:34,3139,297,F,FLIGHT,771.0583153,25.27301754,2.53E-105,3.298155854,186.4010051,297.8119221,142.8521271,114.0660737,9.601513299,258.5220997,25.35239001,106.8429317,375.9824794,187.088052,12:16:34,771.0583153,23.11530048,30.13945396,7,STGPS  
12:16:35,3139,298,F,FLIGHT,769.9568035,26.8560137,-5.55E-106,3.300052997,168.7406592,274.3211273,161.2230919,112.4161897,9.351827197,238.8875051,26.62707121,120.3176785,321.3724952,169.972038,12:16:35,769.9568035,23.11530048,30.13945396,0,STGPS  
12:16:36,3139,299,F,FLIGHT,768.8552916,26.85027888,-1.07E-106,3.298520524,183.0411987,255.174315,165.4572902,120.6592713,10.89726438,238.0933038,26.46540915,120.9320656,372.5697769,178.3071436,12:16:36,768.8552916,23.11530048,30.13945396,5,STGPS  
12:16:37,3139,300,F,FLIGHT,767.7537797,26.56829508,9.98E-107,3.298012371,180.4549429,256.2927475,167.6738862,118.20031,9.248101843,257.4747663,22.85284061,108.2103399,362.5926436,197.4731288,12:16:37,767.7537797,23.11530048,30.13945396,7,STGPS  
12:16:38,3139,301,F,FLIGHT,766.6522678,23.75370057,-8.75E-107,3.300692246,171.6284138,274.242481,143.2662059,132.8270456,9.262111557,271.0933879,26.32032999,102.7799052,387.7502389,184.5084112,12:16:38,766.6522678,23.11530048,30.13945396,3,STGPS  
12:16:39,3139,302,F,FLIGHT,765.5507559,26.35133477,1.93E-107,3.303124495,178.0306603,308.8407834,156.3804096,113.4936927,10.96849934,279.5905186,24.78581687,116.4681058,364.2785196,191.4127469,12:16:39,765.5507559,23.11530048,30.13945396,5,STGPS  
12:16:40,3139,303,F,FLIGHT,764.4492441,27.50706183,7.21E-108,3.303016988,176.707441,295.018923,153.381236,119.9874255,9.344254475,279.4667617,25.60816041,109.4604726,368.8879191,192.7849714,12:16:40,764.4492441,23.11530048,30.13945396,3,STGPS  
12:16:41,3139,304,F,FLIGHT,763.3477322,26.75125629,-1.55E-108,3.302865736,180.7779843,290.9283739,141.6601107,115.3262268,10.37705045,273.3830819,25.95866769,106.1439196,380.6421966,179.680334,12:16:41,763.3477322,23.11530048,30.13945396,2,STGPS  
12:16:42,3139,305,F,FLIGHT,762.2462203,27.09726766,-1.50E-108,3.298662509,195.0943736,296.9356309,164.7236175,127.2816221,9.623866161,257.9805405,26.80927759,105.3440969,333.656556,168.6984117,12:16:42,762.2462203,23.11530048,30.13945396,3,STGPS  
12:16:43,3139,306,F,FLIGHT,761.1447084,24.6830473,1.54E-109,3.299231497,192.7533912,305.5826615,151.9097268,128.0107496,10.018271,276.5702516,25.91211963,104.2838892,339.6108688,185.4194119,12:16:43,761.1447084,23.11530048,30.13945396,8,STGPS  
12:16:44,3139,307,F,FLIGHT,760.0431965,26.8835984,1.99E-110,3.297249869,173.1830867,303.114503,148.791129,133.6859801,10.08877631,238.9634518,22.71077134,105.7671412,319.68629,187.8833337,12:16:44,760.0431965,23.11530048,30.13945396,4,STGPS  
12:16:45,3139,308,F,FLIGHT,758.9416847,24.43642222,9.08E-111,3.30143168,162.3168895,292.5842398,154.3403803,133.5856159,9.387819653,273.9877442,24.51543813,118.0995333,376.9956254,194.8960835,12:16:45,758.9416847,23.11530048,30.13945396,1,STGPS  
12:16:46,3139,309,F,FLIGHT,757.8401728,27.67786424,7.58E-111,3.303080026,167.0489642,258.2559934,143.9046823,126.2290213,10.58739932,252.2372955,23.92719759,118.8949975,322.4151052,188.7809128,12:16:46,757.8401728,23.11530048,30.13945396,1,STGPS  
12:16:47,3139,310,F,FLIGHT,756.7386609,25.98404385,1.24E-111,3.298202986,195.5424176,288.4606798,151.2326365,114.4412005,9.932372638,237.3236786,23.15175523,103.9837207,320.6729218,188.1541933,12:16:47,756.7386609,23.11530048,30.13945396,4,STGPS  
12:16:48,3139,311,F,FLIGHT,755.637149,25.78665244,-6.39E-112,3.300242442,197.0592196,293.5379599,144.8181067,116.7060524,9.561367123,244.6973368,27.22921156,115.0724667,367.7305005,187.6905504,12:16:48,755.637149,23.11530048,30.13945396,3,STGPS  
12:16:49,3139,312,F,FLIGHT,754.5356371,25.22608334,-5.01E-112,3.297227114,175.8776528,292.308482,142.2591964,112.3024441,10.99712746,273.5533446,24.54860582,120.0086693,366.703526,191.9723738,12:16:49,754.5356371,23.11530048,30.13945396,4,STGPS  
12:16:50,3139,313,F,FLIGHT,753.4341253,25.64375255,-4.24E-112,3.301485095,174.2854043,299.9064148,162.7379701,111.8926618,10.42615631,252.0706941,25.78323112,115.2172391,349.8439149,186.1614309,12:16:50,753.4341253,23.11530048,30.13945396,8,STGPS  
12:16:51,3139,314,F,FLIGHT,752.3326134,27.69816677,4.46E-113,3.301196658,172.8676125,270.9769329,146.6983771,117.0161584,9.055610851,265.24282,27.27786824,118.153888,355.3529649,181.8788947,12:16:51,752.3326134,23.11530048,30.13945396,4,STGPS  
12:16:52,3139,315,F,FLIGHT,751.2311015,23.95999462,9.00E-114,3.301759983,197.6431574,255.4268457,145.2468029,124.3196019,10.91281216,254.3743042,25.97515116,115.6672313,375.2906693,175.5030426,12:16:52,751.2311015,23.11530048,30.13945396,8,STGPS  
12:16:53,3139,316,F,FLIGHT,750.1295896,27.05866021,1.35E-114,3.301699496,166.0262184,269.1021493,139.83914,127.3114682,9.896187001,245.1650239,26.71110483,105.6682084,344.4956921,193.778504,12:16:53,750.1295896,23.11530048,30.13945396,9,STGPS  
12:16:54,3139,317,F,FLIGHT,749.0280778,23.23808,6.41E-115,3.303085751,191.424837,255.7314007,161.1327151,111.1580498,9.014393962,264.5723923,27.33621743,118.6365346,334.92147,173.5515982,12:16:54,749.0280778,23.11530048,30.13945396,6,STGPS  
12:16:55,3139,318,F,FLIGHT,747.9265659,23.13454179,3.26E-116,3.298272136,189.75931,258.0446713,156.8423263,119.4089094,9.934116878,275.3872197,24.88831414,100.9044608,328.5646373,196.6108501,12:16:55,747.9265659,23.11530048,30.13945396,7,STGPS  
12:16:56,3139,319,F,FLIGHT,746.825054,22.7993499,-9.25E-117,3.298439186,195.5171881,301.7119831,157.2593055,120.2226311,9.619648148,267.2719859,23.66858057,119.9060429,360.4713533,187.3924497,12:16:56,746.825054,23.11530048,30.13945396,8,STGPS  
12:16:57,3139,320,F,FLIGHT,745.7235421,24.67337806,-4.63E-117,3.30236569,164.9293295,282.7489644,168.0892296,117.2589987,9.447609288,261.7197536,26.74496931,109.6208293,320.1931859,168.9593163,12:16:57,745.7235421,23.11530048,30.13945396,5,STGPS  
12:16:58,3139,321,F,FLIGHT,744.6220302,24.75789537,3.07E-117,3.296812597,178.8095975,288.228386,150.2833544,120.5715733,9.360616622,239.7493182,22.74122934,115.8658205,337.6701386,162.2969314,12:16:58,744.6220302,23.11530048,30.13945396,2,STGPS  
12:16:59,3139,322,F,FLIGHT,743.5205184,25.90978845,4.12E-118,3.300642169,186.6168069,273.8711807,165.885819,135.200082,10.2280266,236.1948237,22.76285956,108.1463034,384.1249543,175.9019911,12:16:59,743.5205184,23.11530048,30.13945396,1,STGPS  
12:17:00,3139,323,F,FLIGHT,742.4190065,26.28028249,3.49E-121,3.298131365,173.2763646,302.0555616,158.7527045,127.2082109,9.238520841,236.2726839,24.97605993,120.8644904,318.8218134,195.7164729,12:17:00,742.4190065,23.11530048,30.13945396,9,STGPS  
12:17:01,3139,324,F,FLIGHT,741.3174946,25.75763429,1.92E-121,3.301913896,197.0477754,280.9307491,164.5770097,132.3182866,10.25826959,261.5526539,23.4552328,104.8439674,338.1097235,171.3922009,12:17:01,741.3174946,23.11530048,30.13945396,5,STGPS  
12:17:02,3139,325,F,FLIGHT,740.2159827,24.37606502,6.88E-122,3.30079174,163.4174926,289.5140456,140.7399061,118.7822115,10.60020186,251.5106254,23.88932917,117.8321181,385.0294425,170.5629444,12:17:02,740.2159827,23.11530048,30.13945396,5,STGPS  
12:17:03,3139,326,F,FLIGHT,739.1144708,26.39471302,-1.37E-123,3.301989578,185.9202237,284.8560443,143.5582376,112.0207743,10.48396074,251.2085315,24.05802989,108.1823503,347.1431328,178.2459602,12:17:03,739.1144708,23.11530048,30.13945396,5,STGPS  
12:17:04,3139,327,F,FLIGHT,738.012959,25.709347,-1.59E-124,3.301022798,182.7081121,255.6774023,167.6704443,127.8332307,10.43944863,248.9949309,26.80280414,119.8956486,360.9010483,162.4787033,12:17:04,738.012959,23.11530048,30.13945396,5,STGPS  
12:17:05,3139,328,F,FLIGHT,736.9114471,27.53599134,5.43E-125,3.29796506,165.2630818,294.8638274,143.1851278,113.2486186,10.94117317,255.640799,23.70073878,103.7577399,338.0901282,185.5471584,12:17:05,736.9114471,23.11530048,30.13945396,1,STGPS  
12:17:06,3139,329,F,FLIGHT,735.8099352,26.40562198,4.28E-125,3.296857118,184.451983,258.1047109,160.2777811,124.2205836,9.38021616,238.9515003,23.15762957,110.4182473,384.4192226,195.8560664,12:17:06,735.8099352,23.11530048,30.13945396,3,STGPS  
12:17:07,3139,330,F,FLIGHT,734.7084233,27.38753252,-2.76E-125,3.299914989,181.984665,282.1662398,165.9351132,134.1630344,10.89288501,268.2978014,22.95171234,114.2861817,336.3563678,165.9014097,12:17:07,734.7084233,23.11530048,30.13945396,5,STGPS  
12:17:08,3139,331,F,FLIGHT,733.6069114,26.75606625,-9.30E-127,3.298272427,188.4371818,262.3272742,150.2029286,118.3271189,10.1810591,246.7376919,26.80851777,107.5756554,366.3845425,176.6304979,12:17:08,733.6069114,23.11530048,30.13945396,8,STGPS  
12:17:09,3139,332,F,FLIGHT,732.5053996,26.96335072,7.94E-128,3.301141361,165.6990077,263.1341158,147.6749849,125.7528404,9.717120756,260.2371334,24.84461671,105.6667293,364.5506216,186.9249986,12:17:09,732.5053996,23.11530048,30.13945396,3,STGPS  
12:17:10,3139,333,F,FLIGHT,731.4038877,25.48915034,-4.76E-128,3.299579606,179.8185511,304.5611177,148.7197528,125.0964637,9.477452593,243.8772565,22.90033856,110.7777116,378.5661276,171.474203,12:17:10,731.4038877,23.11530048,30.13945396,4,STGPS  
12:17:11,3139,334,F,FLIGHT,730.3023758,25.19840641,-2.59E-128,3.296755237,177.3801622,293.1612233,162.7085298,135.1468681,9.28855467,273.7212317,23.91955938,115.2479285,366.9570656,186.2923847,12:17:11,730.3023758,23.11530048,30.13945396,1,STGPS  
12:17:12,3139,335,F,FLIGHT,729.2008639,26.90937002,-2.35E-128,3.300183299,190.5494656,255.2669264,143.197416,116.5774274,10.01231126,236.1851856,27.17808919,116.5954476,323.2663116,171.5766496,12:17:12,729.2008639,23.11530048,30.13945396,9,STGPS  
12:17:13,3139,336,F,FLIGHT,728.0993521,25.83379407,-9.98E-129,3.298416079,168.0139239,253.9023873,159.7200804,116.3728934,10.76733257,230.1212565,25.81088374,109.6790894,358.6991609,167.8702471,12:17:13,728.0993521,23.11530048,30.13945396,7,STGPS  
12:17:14,3139,337,F,FLIGHT,726.9978402,27.04621226,4.32E-129,3.300290409,184.0826828,285.9329349,166.7478786,113.9298906,9.634110747,251.0074409,27.31861813,108.6314793,385.5344003,192.0258976,12:17:14,726.9978402,23.11530048,30.13945396,1,STGPS  
12:17:15,3139,338,F,FLIGHT,725.8963283,26.79910047,-2.84E-129,3.299937217,163.1099642,280.3820474,166.0317621,112.8676855,10.26179247,234.2789561,23.72896558,104.165421,342.3380569,197.8841084,12:17:15,725.8963283,23.11530048,30.13945396,6,STGPS  
12:17:16,3139,339,F,FLIGHT,724.7948164,23.81189146,-1.13E-129,3.298674156,194.1768306,257.0667233,169.5006497,129.9539322,10.21211377,272.7441355,22.91606535,117.3058114,344.3094025,192.2100523,12:17:16,724.7948164,23.11530048,30.13945396,1,STGPS  
12:17:17,3139,340,F,FLIGHT,723.6933045,25.75672475,1.09E-130,3.30246742,179.6769049,298.9147309,163.3813068,116.2536213,10.97057904,230.8765614,22.5820181,110.886247,319.264316,176.3982477,12:17:17,723.6933045,23.11530048,30.13945396,4,STGPS  
12:17:18,3139,341,F,FLIGHT,722.5917927,23.82992067,8.37E-131,3.298299544,191.5086255,254.807031,158.3464635,127.4405067,10.69205924,264.3638181,24.64786751,101.9995691,370.8849027,195.8692109,12:17:18,722.5917927,23.11530048,30.13945396,9,STGPS  
12:17:19,3139,342,F,FLIGHT,721.4902808,27.69923441,4.33E-131,3.301201503,185.3588178,269.4983291,165.432431,134.5273067,10.90952609,241.2137491,27.32077697,112.3198407,340.9876893,166.513504,12:17:19,721.4902808,23.11530048,30.13945396,6,STGPS  
12:17:20,3139,343,F,FLIGHT,720.3887689,26.38450866,-1.92E-131,3.299564379,179.3404154,275.1632252,169.3783279,116.6608291,10.4695918,242.7660935,24.89359316,100.7127735,369.4464131,168.4367505,12:17:20,720.3887689,23.11530048,30.13945396,5,STGPS  
12:17:21,3139,344,F,FLIGHT,719.287257,24.36232407,1.45E-131,3.30269332,168.8279597,275.131241,152.6626915,117.1945565,10.85642754,260.9100123,26.34545844,111.7729657,382.2658427,180.1720464,12:17:21,719.287257,23.11530048,30.13945396,3,STGPS  
12:17:22,3139,345,F,FLIGHT,718.1857451,25.9759379,-8.40E-132,3.298574643,186.1717319,288.6760921,167.3078788,126.3391363,10.67077715,236.3071843,23.1546101,108.8938532,344.7877401,196.4340066,12:17:22,718.1857451,23.11530048,30.13945396,5,STGPS  
12:17:23,3139,346,F,FLIGHT,717.0842333,27.74138076,7.25E-132,3.298239092,179.2066208,272.5679734,164.2652123,128.5340837,10.94003765,235.7399773,23.35100787,104.1549677,325.4126416,183.9722897,12:17:23,717.0842333,23.11530048,30.13945396,2,STGPS  
12:17:24,3139,347,F,FLIGHT,715.9827214,24.11904701,2.96E-134,3.301593753,186.872354,293.5189462,149.6647914,130.7751989,9.590140202,271.6896122,22.7205054,111.4384305,321.8487861,183.3530022,12:17:24,715.9827214,23.11530048,30.13945396,6,STGPS  
12:17:25,3139,348,F,FLIGHT,714.8812095,26.49381154,1.54E-134,3.297671411,190.0644065,282.221116,165.0157117,120.2211837,9.479697932,238.7830705,27.24191159,113.3454595,342.5997931,170.1286505,12:17:25,714.8812095,23.11530048,30.13945396,8,STGPS  
12:17:26,3139,349,F,FLIGHT,713.7796976,27.4553578,-1.15E-134,3.297550387,197.827403,303.4299416,156.8398894,111.7251117,10.99691381,240.1030704,22.90697138,116.8486877,381.8871258,186.8261957,12:17:26,713.7796976,23.11530048,30.13945396,3,STGPS  
12:17:27,3139,350,F,FLIGHT,712.6781857,24.16766576,5.77E-135,3.298114783,174.1851709,257.1585735,157.1450319,124.5014343,9.727630935,258.4522363,25.73115512,109.532688,386.3710797,182.7573566,12:17:27,712.6781857,23.11530048,30.13945396,1,STGPS  
12:17:28,3139,351,F,FLIGHT,711.5766739,23.76621295,-1.66E-135,3.300141804,182.3019607,301.8769245,156.7073143,127.6968164,9.135488863,250.4084112,26.57019012,103.8432737,374.0690108,166.6630571,12:17:28,711.5766739,23.11530048,30.13945396,1,STGPS  
12:17:29,3139,352,F,FLIGHT,710.475162,25.55571293,1.06E-135,3.302793008,181.8834257,300.1332636,167.2937181,131.7049313,10.24304967,276.3699768,24.64481792,101.6011044,379.4213238,187.6045384,12:17:29,710.475162,23.11530048,30.13945396,2,STGPS  
12:17:30,3139,353,F,FLIGHT,709.3736501,26.83953568,1.09E-136,3.301525361,171.361494,270.0843899,161.6034361,113.7212833,9.95049949,233.4283648,24.99558737,105.3262516,381.2876927,182.3000011,12:17:30,709.3736501,23.11530048,30.13945396,7,STGPS  
12:17:31,3139,354,F,FLIGHT,708.2721382,22.87814165,7.33E-137,3.297067426,196.8846116,284.6430711,167.6873853,123.9119404,9.571762052,239.6440044,27.40696204,115.5975408,326.2416285,174.0537156,12:17:31,708.2721382,23.11530048,30.13945396,4,STGPS  
12:17:32,3139,355,F,FLIGHT,707.1706263,25.40015027,3.33E-137,3.302915879,173.6955809,275.1926585,154.267916,127.2484039,9.66805163,240.6242887,27.42262556,117.4092577,326.2762774,197.0868336,12:17:32,707.1706263,23.11530048,30.13945396,3,STGPS  
12:17:33,3139,356,F,FLIGHT,706.0691145,23.39153791,8.47E-138,3.3020131,180.9550405,283.6918354,157.9429907,111.7583677,9.66248614,260.6179006,26.17020299,111.4338375,324.8244681,182.8472327,12:17:33,706.0691145,23.11530048,30.13945396,2,STGPS  
12:17:34,3139,357,F,FLIGHT,704.9676026,27.22724135,-6.88E-138,3.302479491,163.0966127,297.8885615,157.7442589,131.8645581,10.88593972,241.5284308,24.15961534,119.0238327,354.8810321,168.9913148,12:17:34,704.9676026,23.11530048,30.13945396,9,STGPS  
12:17:35,3139,358,F,FLIGHT,703.8660907,27.54632678,4.90E-140,3.302151966,176.5675742,267.6652018,161.1675222,123.7317837,10.78321827,241.6573784,25.5277291,115.7621617,388.1100981,178.4518775,12:17:35,703.8660907,23.11530048,30.13945396,8,STGPS  
12:17:36,3139,359,F,FLIGHT,702.7645788,26.03640081,-2.22E-140,3.29684954,166.8267545,286.9568592,165.9465045,117.4558649,9.396421717,252.2116926,27.05675717,111.9421043,388.4776136,194.8479979,12:17:36,702.7645788,23.11530048,30.13945396,0,STGPS  
12:17:37,3139,360,F,FLIGHT,701.663067,22.94483401,-6.17E-141,3.302474852,166.8554169,266.2713936,147.8673812,125.365271,9.478468727,258.2170395,22.90691472,100.6177377,319.7048597,172.1166156,12:17:37,701.663067,23.11530048,30.13945396,2,STGPS  
12:17:38,3139,361,F,FLIGHT,700.5615551,24.51685089,-5.36E-141,3.296830778,169.8987409,291.6744937,162.9295431,128.7971675,10.6032853,276.4145812,23.15183661,108.0859348,348.5343763,187.3579029,12:17:38,700.5615551,23.11530048,30.13945396,6,STGPS  
12:17:39,3139,362,F,FLIGHT,699.4600432,26.12666708,-3.69E-141,3.302172764,171.0187201,271.806917,151.3803473,118.910161,10.95483105,271.47784,23.1700664,116.9421475,353.5776931,187.6153585,12:17:39,699.4600432,23.11530048,30.13945396,7,STGPS  
12:17:40,3139,363,F,FLIGHT,698.3585313,25.68956124,-3.42E-141,3.299792415,193.0222143,252.9150207,156.7977631,122.168779,10.10865981,243.6856908,26.17072021,105.2920192,325.7435688,182.2004027,12:17:40,698.3585313,23.11530048,30.13945396,9,STGPS  
12:17:41,3139,364,F,FLIGHT,697.2570194,25.55184432,-3.40E-141,3.299473096,163.6312074,275.3646838,143.5494645,123.2683231,10.35749472,263.0828807,26.48440336,119.7398389,370.3081643,174.851627,12:17:41,697.2570194,23.11530048,30.13945396,0,STGPS  
12:17:42,3139,365,F,FLIGHT,696.1555076,25.91049998,-3.12E-142,3.298423807,168.1463093,258.7106382,146.956109,123.721492,9.306206342,256.5119879,25.98521637,117.1295538,359.7601005,183.3656356,12:17:42,696.1555076,23.11530048,30.13945396,5,STGPS  
12:17:43,3139,366,F,FLIGHT,695.0539957,25.97367454,2.24E-142,3.297425827,174.7717939,270.0653945,160.0240822,130.7207096,9.636261113,245.557239,24.96601741,118.0403731,381.9741645,165.1879982,12:17:43,695.0539957,23.11530048,30.13945396,0,STGPS  
12:17:44,3139,367,F,FLIGHT,693.9524838,26.84117709,-7.74E-143,3.298547549,163.9393031,275.0719657,167.378533,123.8287818,9.043390033,253.6906401,25.76270786,119.9863355,375.733551,173.9933683,12:17:44,693.9524838,23.11530048,30.13945396,2,STGPS  
12:17:45,3139,368,F,FLIGHT,692.8509719,26.95877194,6.58E-144,3.297815527,185.8337509,295.3121236,152.2478245,118.8694801,9.792054092,241.5439571,26.49264236,120.1652568,384.2188525,197.8080749,12:17:45,692.8509719,23.11530048,30.13945396,6,STGPS  
12:17:46,3139,369,F,FLIGHT,691.74946,27.15427805,-2.24E-144,3.29826082,177.9521837,280.1378522,162.0746346,117.4667841,10.18690648,267.0058434,22.73858844,106.291592,319.3457077,187.3106528,12:17:46,691.74946,23.11530048,30.13945396,8,STGPS  
12:17:47,3139,370,F,FLIGHT,690.6479482,24.00792675,-1.42E-144,3.299085846,176.9874476,299.2908114,139.7123084,126.3431674,9.753556216,238.3071479,24.07469253,104.4493763,324.7921238,163.387566,12:17:47,690.6479482,23.11530048,30.13945396,1,STGPS  
12:17:48,3139,371,F,FLIGHT,689.5464363,24.97126588,-1.40E-144,3.296751942,180.407482,274.70997,160.187995,113.5237312,9.996760121,248.59095,24.7209779,105.6859253,323.9990784,192.4300901,12:17:48,689.5464363,23.11530048,30.13945396,7,STGPS  
12:17:49,3139,372,F,FLIGHT,688.4449244,26.15638085,-3.13E-145,3.302815045,165.5240148,263.6241891,153.3308596,115.695595,10.71350133,268.6772321,26.2316123,106.7096155,361.1729957,192.978317,12:17:49,688.4449244,23.11530048,30.13945396,5,STGPS  
12:17:50,3139,373,F,FLIGHT,687.3434125,24.29726588,2.24E-145,3.298309807,175.4642313,263.5564551,167.035762,113.1396779,9.69238043,243.6897851,22.63588306,108.6419261,344.9126941,171.8173453,12:17:50,687.3434125,23.11530048,30.13945396,8,STGPS  
12:17:51,3139,374,F,FLIGHT,686.2419006,27.7391806,1.43E-145,3.298662452,170.4610911,271.100359,141.2392329,122.8784678,9.468101241,254.0969302,26.62832099,109.2824099,343.4063464,177.9502153,12:17:51,686.2419006,23.11530048,30.13945396,2,STGPS  
12:17:52,3139,375,F,FLIGHT,685.1403888,25.02113324,-8.97E-146,3.298875963,170.9393726,262.8670691,144.7379099,111.2995939,9.921279248,255.8606309,27.27489457,113.6008079,333.9573129,196.3262138,12:17:52,685.1403888,23.11530048,30.13945396,7,STGPS  
12:17:53,3139,376,F,FLIGHT,684.0388769,26.86581252,6.50E-146,3.300421946,164.2000932,307.6671673,146.3665413,121.1273312,10.65601128,265.8985781,26.66101314,111.2208759,318.6159184,187.9916669,12:17:53,684.0388769,23.11530048,30.13945396,6,STGPS  
12:17:54,3139,377,F,FLIGHT,682.937365,25.79785472,1.73E-146,3.298573758,163.1256027,279.1475408,159.9077705,135.0263193,9.435442227,248.7530432,23.67072505,112.6833001,335.1981995,191.9019813,12:17:54,682.937365,23.11530048,30.13945396,9,STGPS  
12:17:55,3139,378,F,FLIGHT,681.8358531,24.1489286,-1.68E-146,3.296938211,176.6411996,287.7621546,148.0610354,115.4359102,9.114596863,256.8627978,24.82074789,119.9694865,381.7651849,180.6324907,12:17:55,681.8358531,23.11530048,30.13945396,7,STGPS  
12:17:56,3139,379,F,FLIGHT,680.7343413,23.82146234,1.35E-146,3.299942924,189.3165898,307.1864768,139.6811635,110.9841786,9.665169427,233.9412668,26.77963193,105.8946741,376.6412403,175.3518875,12:17:56,680.7343413,23.11530048,30.13945396,7,STGPS  
12:17:57,3139,380,F,FLIGHT,679.6328294,22.93305324,8.57E-147,3.297716363,185.7056448,286.5031232,152.795171,134.4427782,9.078152032,260.4247235,27.06541921,109.7756615,372.7775568,195.0277345,12:17:57,679.6328294,23.11530048,30.13945396,6,STGPS  
12:17:58,3139,381,F,FLIGHT,678.5313175,24.00114125,3.17E-147,3.298183455,170.9814698,269.6523632,147.4412092,132.4682274,10.78491536,254.5683061,26.26955366,107.9337015,341.2029421,171.1321085,12:17:58,678.5313175,23.11530048,30.13945396,9,STGPS  
